NroFactura;FechaFactura;IdCliente;MontoSinImp;Impuestos;MontoFactura
1199;2014-09-15;36;748.47;198.96;947.43
1200;2014-09-16;30;487.51;129.59;617.10
1201;2014-09-16;40;613.69;163.13;776.82
1202;2014-09-16;28;801.05;212.93;1013.98
1203;2014-09-16;64;376.63;100.11;476.74
1204;2014-09-17;88;109.93;29.22;139.15
1205;2014-09-17;9;637.59;169.48;807.07
1206;2014-09-18;85;330.75;87.91;418.66
1207;2014-09-18;30;239.94;63.77;303.71
1208;2014-09-18;47;586.93;156.01;742.94
1209;2014-09-18;9;295.38;78.51;373.89
1210;2014-09-18;100;804.87;213.95;1018.82
1211;2014-09-18;34;269.57;71.65;341.22
1212;2014-09-18;14;121.40;32.27;153.67
1213;2014-09-19;105;710.24;188.79;899.03
1214;2014-09-19;84;549.65;146.10;695.75
1215;2014-09-20;71;716.93;190.57;907.50
1216;2014-09-20;15;250.45;66.57;317.02
1217;2014-09-21;84;137.65;36.59;174.24
1218;2014-09-21;82;595.53;158.30;753.83
1219;2014-09-21;81;758.99;201.75;960.74
1220;2014-09-21;38;425.38;113.07;538.45
1221;2014-09-22;25;821.12;218.27;1039.39
1222;2014-09-22;66;655.75;174.31;830.06
1223;2014-09-22;34;130.01;34.55;164.56
1224;2014-09-22;76;143.39;38.11;181.50
1225;2014-09-22;51;668.18;177.61;845.79
1226;2014-09-22;61;225.60;59.96;285.56
1227;2014-09-23;85;355.60;94.52;450.12
1228;2014-09-23;62;670.09;178.12;848.21
1229;2014-09-23;22;828.77;220.30;1049.07
1230;2014-09-23;7;317.36;84.36;401.72
1231;2014-09-23;48;387.14;102.91;490.05
1232;2014-09-23;83;852.67;226.65;1079.32
1233;2014-09-23;72;641.41;170.50;811.91
1234;2014-09-23;81;669.13;177.87;847.00
1235;2014-09-24;33;210.30;55.90;266.20
1236;2014-09-24;74;627.08;166.68;793.76
1237;2014-09-25;98;392.88;104.43;497.31
1238;2014-09-26;54;263.83;70.13;333.96
1239;2014-09-26;85;264.79;70.38;335.17
1240;2014-09-26;96;780.98;207.59;988.57
1241;2014-09-26;58;305.89;81.31;387.20
1242;2014-09-26;24;737.96;196.16;934.12
1243;2014-09-26;64;528.62;140.51;669.13
1244;2014-09-27;93;521.93;138.73;660.66
1245;2014-09-27;61;753.25;200.23;953.48
1246;2014-09-27;25;340.31;90.45;430.76
1247;2014-09-27;85;491.34;130.60;621.94
1248;2014-09-28;66;552.52;146.86;699.38
1249;2014-09-28;53;370.89;98.59;469.48
1250;2014-09-28;65;424.42;112.82;537.24
1251;2014-09-28;49;703.55;187.01;890.56
1252;2014-09-28;7;569.72;151.44;721.16
1253;2014-09-28;106;360.38;95.79;456.17
1254;2014-09-28;2;794.36;211.15;1005.51
1255;2014-09-28;86;116.62;31.00;147.62
1256;2014-09-28;2;560.16;148.90;709.06
1257;2014-09-29;84;455.01;120.95;575.96
1258;2014-09-29;79;161.55;42.94;204.49
1259;2014-09-30;40;764.72;203.28;968.00
1260;2014-09-30;103;204.57;54.37;258.94
1261;2014-09-30;88;115.67;30.74;146.41
1262;2014-09-30;39;98.46;26.17;124.63
1263;2014-09-30;44;594.57;158.05;752.62
1264;2014-09-30;11;741.78;197.18;938.96
1265;2014-10-01;84;576.41;153.22;729.63
1266;2014-10-01;74;728.40;193.62;922.02
1267;2014-10-01;49;196.92;52.34;249.26
1268;2014-10-01;105;419.65;111.54;531.19
1269;2014-10-01;73;150.08;39.89;189.97
1270;2014-10-01;15;461.70;122.73;584.43
1271;2014-10-01;33;393.84;104.68;498.52
1272;2014-10-02;106;163.46;43.45;206.91
1273;2014-10-02;38;237.07;63.01;300.08
1274;2014-10-02;89;572.59;152.20;724.79
1275;2014-10-02;54;201.70;53.61;255.31
1276;2014-10-03;27;737.96;196.16;934.12
1277;2014-10-03;64;202.66;53.86;256.52
1278;2014-10-03;17;313.54;83.34;396.88
1279;2014-10-03;99;639.50;169.99;809.49
1280;2014-10-03;89;221.77;58.95;280.72
1281;2014-10-04;53;106.11;28.20;134.31
1282;2014-10-04;43;785.75;208.87;994.62
1283;2014-10-04;58;511.41;135.94;647.35
1284;2014-10-04;75;645.24;171.51;816.75
1285;2014-10-04;98;478.91;127.30;606.21
1286;2014-10-05;22;294.42;78.26;372.68
1287;2014-10-05;22;548.69;145.85;694.54
1288;2014-10-06;7;326.92;86.90;413.82
1289;2014-10-06;7;654.80;174.05;828.85
1290;2014-10-06;90;178.76;47.51;226.27
1291;2014-10-07;81;821.12;218.27;1039.39
1292;2014-10-07;69;278.17;73.94;352.11
1293;2014-10-08;71;786.71;209.12;995.83
1294;2014-10-08;100;586.93;156.01;742.94
1295;2014-10-08;14;123.32;32.77;156.09
1296;2014-10-08;85;747.52;198.70;946.22
1297;2014-10-08;70;758.99;201.75;960.74
1298;2014-10-09;88;433.03;115.10;548.13
1299;2014-10-09;90;652.88;173.55;826.43
1300;2014-10-09;20;842.15;223.86;1066.01
1301;2014-10-09;79;737.00;195.91;932.91
1302;2014-10-10;88;549.65;146.10;695.75
1303;2014-10-10;55;110.89;29.47;140.36
1304;2014-10-10;3;505.68;134.41;640.09
1305;2014-10-10;18;269.57;71.65;341.22
1306;2014-10-11;90;781.93;207.85;989.78
1307;2014-10-11;11;215.08;57.17;272.25
1308;2014-10-11;72;248.54;66.06;314.60
1309;2014-10-11;28;823.99;219.03;1043.02
1310;2014-10-12;15;615.60;163.64;779.24
1311;2014-10-12;54;122.36;32.52;154.88
1312;2014-10-12;30;368.98;98.08;467.06
1313;2014-10-13;66;263.83;70.13;333.96
1314;2014-10-13;2;580.24;154.23;734.47
1315;2014-10-13;97;823.03;218.78;1041.81
1316;2014-10-14;22;717.89;190.82;908.71
1317;2014-10-14;13;592.66;157.54;750.20
1318;2014-10-14;12;769.50;204.55;974.05
1319;2014-10-14;25;580.24;154.23;734.47
1320;2014-10-15;62;232.29;61.74;294.03
1321;2014-10-15;9;572.59;152.20;724.79
1322;2014-10-15;106;229.42;60.98;290.40
1323;2014-10-15;85;717.89;190.82;908.71
1324;2014-10-15;40;578.32;153.73;732.05
1325;2014-10-15;87;804.87;213.95;1018.82
1326;2014-10-16;8;843.11;224.11;1067.22
1327;2014-10-16;106;171.11;45.48;216.59
1328;2014-10-17;24;731.27;194.38;925.65
1329;2014-10-17;21;314.50;83.59;398.09
1330;2014-10-18;36;682.52;181.42;863.94
1331;2014-10-18;18;254.27;67.59;321.86
1332;2014-10-18;42;690.16;183.46;873.62
1333;2014-10-19;74;741.78;197.18;938.96
1334;2014-10-19;89;382.36;101.64;484.00
1335;2014-10-19;29;153.90;40.91;194.81
1336;2014-10-19;23;617.52;164.14;781.66
1337;2014-10-20;45;807.74;214.71;1022.45
1338;2014-10-20;21;758.99;201.75;960.74
1339;2014-10-20;84;410.09;109.00;519.09
1340;2014-10-21;38;801.05;212.93;1013.98
1341;2014-10-21;30;164.42;43.70;208.12
1342;2014-10-21;104;833.55;221.57;1055.12
1343;2014-10-21;35;700.68;186.25;886.93
1344;2014-10-21;23;345.08;91.73;436.81
1345;2014-10-21;85;607.96;161.60;769.56
1346;2014-10-21;77;543.91;144.58;688.49
1347;2014-10-21;58;220.82;58.69;279.51
1348;2014-10-22;91;267.66;71.14;338.80
1349;2014-10-22;81;762.81;202.77;965.58
1350;2014-10-22;33;189.27;50.31;239.58
1351;2014-10-22;78;422.51;112.31;534.82
1352;2014-10-22;84;612.74;162.87;775.61
1353;2014-10-22;38;214.13;56.91;271.04
1354;2014-10-22;34;749.43;199.21;948.64
1355;2014-10-22;103;570.68;151.69;722.37
1356;2014-10-23;78;813.48;216.23;1029.71
1357;2014-10-23;78;711.19;189.05;900.24
1358;2014-10-23;18;687.30;182.69;869.99
1359;2014-10-23;9;563.03;149.66;712.69
1360;2014-10-23;61;514.28;136.70;650.98
1361;2014-10-23;78;693.03;184.22;877.25
1362;2014-10-24;11;498.98;132.64;631.62
1363;2014-10-24;82;194.05;51.58;245.63
1364;2014-10-25;62;153.90;40.91;194.81
1365;2014-10-25;19;493.25;131.11;624.36
1366;2014-10-25;13;692.08;183.96;876.04
1367;2014-10-25;61;415.82;110.53;526.35
1368;2014-10-26;3;404.35;107.48;511.83
1369;2014-10-26;103;198.83;52.85;251.68
1370;2014-10-27;73;405.31;107.73;513.04
1371;2014-10-27;79;605.09;160.84;765.93
1372;2014-10-28;106;582.15;154.74;736.89
1373;2014-10-28;46;480.82;127.81;608.63
1374;2014-10-28;46;791.49;210.39;1001.88
1375;2014-10-28;2;818.26;217.50;1035.76
1376;2014-10-28;68;457.88;121.71;579.59
1377;2014-10-28;70;856.49;227.67;1084.16
1378;2014-10-29;9;540.09;143.56;683.65
1379;2014-10-29;63;344.13;91.47;435.60
1380;2014-10-29;5;442.59;117.64;560.23
1381;2014-10-29;42;145.30;38.62;183.92
1382;2014-10-29;46;558.25;148.39;706.64
1383;2014-10-29;6;311.63;82.83;394.46
1384;2014-10-30;82;720.75;191.59;912.34
1385;2014-10-30;60;852.67;226.65;1079.32
1386;2014-10-31;27;322.14;85.63;407.77
1387;2014-10-31;19;127.14;33.79;160.93
1388;2014-10-31;28;413.91;110.02;523.93
1389;2014-11-01;54;142.43;37.86;180.29
1390;2014-11-01;88;700.68;186.25;886.93
1391;2014-11-02;29;679.65;180.66;860.31
1392;2014-11-02;25;684.43;181.93;866.36
1393;2014-11-02;86;246.63;65.55;312.18
1394;2014-11-02;52;484.65;128.82;613.47
1395;2014-11-03;82;508.54;135.18;643.72
1396;2014-11-03;27;557.29;148.14;705.43
1397;2014-11-03;88;614.65;163.38;778.03
1398;2014-11-03;72;269.57;71.65;341.22
1399;2014-11-03;24;122.36;32.52;154.88
1400;2014-11-03;7;189.27;50.31;239.58
1401;2014-11-04;17;261.92;69.62;331.54
1402;2014-11-04;43;161.55;42.94;204.49
1403;2014-11-04;55;398.62;105.95;504.57
1404;2014-11-04;105;169.20;44.97;214.17
1405;2014-11-04;62;294.42;78.26;372.68
1406;2014-11-05;55;418.69;111.29;529.98
1407;2014-11-05;101;107.07;28.45;135.52
1408;2014-11-05;91;371.85;98.84;470.69
1409;2014-11-05;9;499.94;132.89;632.83
1410;2014-11-05;89;230.38;61.23;291.61
1411;2014-11-05;24;705.46;187.52;892.98
1412;2014-11-06;79;535.31;142.29;677.60
1413;2014-11-06;41;641.41;170.50;811.91
1414;2014-11-06;83;749.43;199.21;948.64
1415;2014-11-06;16;457.88;121.71;579.59
1416;2014-11-06;19;802.96;213.44;1016.40
1417;2014-11-06;86;394.79;104.94;499.73
1418;2014-11-06;34;724.58;192.60;917.18
1419;2014-11-06;18;419.65;111.54;531.19
1420;2014-11-06;48;452.15;120.18;572.33
1421;2014-11-06;97;660.53;175.58;836.11
1422;2014-11-06;51;487.51;129.59;617.10
1423;2014-11-06;78;498.98;132.64;631.62
1424;2014-11-06;69;777.15;206.58;983.73
1425;2014-11-06;24;477.00;126.79;603.79
1426;2014-11-07;23;115.67;30.74;146.41
1427;2014-11-07;102;486.56;129.33;615.89
1428;2014-11-07;87;657.66;174.82;832.48
1429;2014-11-07;29;279.13;74.19;353.32
1430;2014-11-07;1;395.75;105.19;500.94
1431;2014-11-08;89;218.91;58.18;277.09
1432;2014-11-08;32;486.56;129.33;615.89
1433;2014-11-08;92;349.86;93.00;442.86
1434;2014-11-08;46;646.19;171.77;817.96
1435;2014-11-08;3;229.42;60.98;290.40
1436;2014-11-09;77;178.76;47.51;226.27
1437;2014-11-09;96;518.10;137.72;655.82
1438;2014-11-09;1;785.75;208.87;994.62
1439;2014-11-09;67;850.76;226.14;1076.90
1440;2014-11-10;91;694.94;184.73;879.67
1441;2014-11-10;13;167.29;44.46;211.75
1442;2014-11-10;61;557.29;148.14;705.43
1443;2014-11-10;27;616.56;163.89;780.45
1444;2014-11-10;22;140.52;37.35;177.87
1445;2014-11-11;86;502.81;133.65;636.46
1446;2014-11-11;57;787.67;209.37;997.04
1447;2014-11-11;7;495.16;131.62;626.78
1448;2014-11-12;65;148.17;39.38;187.55
1449;2014-11-12;9;245.67;65.30;310.97
1450;2014-11-12;55;799.14;212.42;1011.56
1451;2014-11-12;72;187.36;49.80;237.16
1452;2014-11-12;97;590.75;157.03;747.78
1453;2014-11-12;29;731.27;194.38;925.65
1454;2014-11-12;18;458.84;121.96;580.80
1455;2014-11-13;85;639.50;169.99;809.49
1456;2014-11-13;104;334.57;88.93;423.50
1457;2014-11-13;28;421.56;112.05;533.61
1458;2014-11-13;38;514.28;136.70;650.98
1459;2014-11-13;83;560.16;148.90;709.06
1460;2014-11-13;69;477.00;126.79;603.79
1461;2014-11-13;30;636.63;169.23;805.86
1462;2014-11-14;90;474.13;126.03;600.16
1463;2014-11-14;107;106.11;28.20;134.31
1464;2014-11-14;44;211.26;56.15;267.41
1465;2014-11-14;96;337.44;89.69;427.13
1466;2014-11-14;63;591.71;157.28;748.99
1467;2014-11-14;49;116.62;31.00;147.62
1468;2014-11-14;24;802.01;213.18;1015.19
1469;2014-11-15;26;663.40;176.34;839.74
1470;2014-11-15;49;417.73;111.04;528.77
1471;2014-11-15;3;839.29;223.09;1062.38
1472;2014-11-15;102;250.45;66.57;317.02
1473;2014-11-15;57;179.71;47.77;227.48
1474;2014-11-16;28;474.13;126.03;600.16
1475;2014-11-16;74;276.26;73.43;349.69
1476;2014-11-16;16;390.01;103.67;493.68
1477;2014-11-16;28;210.30;55.90;266.20
1478;2014-11-16;57;705.46;187.52;892.98
1479;2014-11-17;65;654.80;174.05;828.85
1480;2014-11-17;78;727.44;193.37;920.81
1481;2014-11-17;28;135.74;36.08;171.82
1482;2014-11-18;29;124.27;33.03;157.30
1483;2014-11-18;58;466.48;124.00;590.48
1484;2014-11-18;53;164.42;43.70;208.12
1485;2014-11-19;42;559.21;148.64;707.85
1486;2014-11-19;41;251.41;66.82;318.23
1487;2014-11-19;7;856.49;227.67;1084.16
1488;2014-11-19;54;857.45;227.92;1085.37
1489;2014-11-19;97;404.35;107.48;511.83
1490;2014-11-19;76;419.65;111.54;531.19
1491;2014-11-20;103;775.24;206.07;981.31
1492;2014-11-20;83;524.79;139.50;664.29
1493;2014-11-20;60;271.48;72.16;343.64
1494;2014-11-20;31;592.66;157.54;750.20
1495;2014-11-20;92;549.65;146.10;695.75
1496;2014-11-20;63;256.19;68.09;324.28
1497;2014-11-21;65;448.32;119.17;567.49
1498;2014-11-21;32;393.84;104.68;498.52
1499;2014-11-21;37;698.77;185.74;884.51
1500;2014-11-21;37;180.67;48.02;228.69
1501;2014-11-21;66;850.76;226.14;1076.90
1502;2014-11-21;35;668.18;177.61;845.79
1503;2014-11-21;97;206.48;54.88;261.36
1504;2014-11-22;77;584.06;155.25;739.31
1505;2014-11-22;76;324.06;86.13;410.19
1506;2014-11-22;23;597.44;158.81;756.25
1507;2014-11-23;13;592.66;157.54;750.20
1508;2014-11-23;89;272.44;72.41;344.85
1509;2014-11-23;43;728.40;193.62;922.02
1510;2014-11-24;105;641.41;170.50;811.91
1511;2014-11-24;68;155.82;41.41;197.23
1512;2014-11-24;98;833.55;221.57;1055.12
1513;2014-11-24;72;422.51;112.31;534.82
1514;2014-11-24;43;223.69;59.45;283.14
1515;2014-11-24;85;218.91;58.18;277.09
1516;2014-11-24;31;762.81;202.77;965.58
1517;2014-11-24;60;411.04;109.26;520.30
1518;2014-11-24;90;190.23;50.56;240.79
1519;2014-11-25;28;425.38;113.07;538.45
1520;2014-11-25;33;829.73;220.55;1050.28
1521;2014-11-25;49;139.57;37.09;176.66
1522;2014-11-25;33;249.49;66.32;315.81
1523;2014-11-26;92;651.93;173.29;825.22
1524;2014-11-26;46;573.54;152.46;726.00
1525;2014-11-26;9;101.33;26.93;128.26
1526;2014-11-26;33;713.11;189.55;902.66
1527;2014-11-27;5;621.34;165.16;786.50
1528;2014-11-27;76;597.44;158.81;756.25
1529;2014-11-27;21;556.34;147.88;704.22
1530;2014-11-27;14;738.92;196.41;935.33
1531;2014-11-27;34;400.53;106.46;506.99
1532;2014-11-27;99;810.61;215.47;1026.08
1533;2014-11-28;83;396.70;105.45;502.15
1534;2014-11-28;64;512.37;136.19;648.56
1535;2014-11-28;91;239.94;63.77;303.71
1536;2014-11-28;13;270.52;71.91;342.43
1537;2014-11-28;18;378.54;100.62;479.16
1538;2014-11-28;16;696.86;185.23;882.09
1539;2014-11-28;7;309.72;82.32;392.04
1540;2014-11-29;59;582.15;154.74;736.89
1541;2014-11-29;91;239.94;63.77;303.71
1542;2014-11-29;72;754.21;200.48;954.69
1543;2014-11-30;15;212.21;56.41;268.62
1544;2014-11-30;61;98.46;26.17;124.63
1545;2014-11-30;32;843.11;224.11;1067.22
1546;2014-11-30;55;297.29;79.02;376.31
1547;2014-11-30;75;451.19;119.93;571.12
1548;2014-11-30;75;319.28;84.86;404.14
1549;2014-11-30;98;271.48;72.16;343.64
1550;2014-12-01;75;550.60;146.36;696.96
1551;2014-12-01;3;343.17;91.22;434.39
1552;2014-12-01;94;464.57;123.49;588.06
1553;2014-12-02;40;191.18;50.82;242.00
1554;2014-12-02;26;848.84;225.64;1074.48
1555;2014-12-02;7;511.41;135.94;647.35
1556;2014-12-02;6;473.18;125.77;598.95
1557;2014-12-02;47;325.97;86.64;412.61
1558;2014-12-02;11;651.93;173.29;825.22
1559;2014-12-02;1;242.80;64.54;307.34
1560;2014-12-03;96;333.61;88.68;422.29
1561;2014-12-03;55;790.53;210.14;1000.67
1562;2014-12-03;16;841.20;223.60;1064.80
1563;2014-12-03;35;257.14;68.35;325.49
1564;2014-12-04;71;479.87;127.55;607.42
1565;2014-12-04;74;197.88;52.59;250.47
1566;2014-12-05;15;719.80;191.33;911.13
1567;2014-12-05;16;230.38;61.23;291.61
1568;2014-12-05;22;195.96;52.09;248.05
1569;2014-12-06;30;580.24;154.23;734.47
1570;2014-12-06;81;715.02;190.06;905.08
1571;2014-12-06;92;493.25;131.11;624.36
1572;2014-12-06;76;216.04;57.42;273.46
1573;2014-12-06;44;164.42;43.70;208.12
1574;2014-12-07;21;401.48;106.72;508.20
1575;2014-12-07;5;744.65;197.94;942.59
1576;2014-12-07;90;198.83;52.85;251.68
1577;2014-12-08;14;806.78;214.46;1021.24
1578;2014-12-08;5;444.50;118.15;562.65
1579;2014-12-08;22;210.30;55.90;266.20
1580;2014-12-08;62;715.97;190.32;906.29
1581;2014-12-09;56;555.38;147.63;703.01
1582;2014-12-09;31;195.01;51.83;246.84
1583;2014-12-09;3;120.45;32.01;152.46
1584;2014-12-09;49;368.98;98.08;467.06
1585;2014-12-09;33;231.33;61.49;292.82
1586;2014-12-09;76;433.98;115.36;549.34
1587;2014-12-10;69;699.72;186.00;885.72
1588;2014-12-10;97;453.10;120.44;573.54
1589;2014-12-10;41;847.89;225.38;1073.27
1590;2014-12-10;14;378.54;100.62;479.16
1591;2014-12-11;90;129.05;34.30;163.35
1592;2014-12-11;50;850.76;226.14;1076.90
1593;2014-12-11;104;662.44;176.09;838.53
1594;2014-12-11;99;167.29;44.46;211.75
1595;2014-12-12;56;364.20;96.81;461.01
1596;2014-12-12;8;453.10;120.44;573.54
1597;2014-12-12;69;521.93;138.73;660.66
1598;2014-12-13;104;192.14;51.07;243.21
1599;2014-12-13;68;346.04;91.98;438.02
1600;2014-12-14;61;579.28;153.98;733.26
1601;2014-12-14;44;266.70;70.89;337.59
1602;2014-12-14;55;392.88;104.43;497.31
1603;2014-12-14;47;426.34;113.32;539.66
1604;2014-12-14;18;668.18;177.61;845.79
1605;2014-12-14;100;368.03;97.82;465.85
1606;2014-12-15;78;608.91;161.86;770.77
1607;2014-12-15;9;830.68;220.81;1051.49
1608;2014-12-15;85;697.81;185.49;883.30
1609;2014-12-15;48;301.11;80.04;381.15
1610;2014-12-16;96;171.11;45.48;216.59
1611;2014-12-16;107;277.22;73.68;350.90
1612;2014-12-16;79;550.60;146.36;696.96
1613;2014-12-16;36;769.50;204.55;974.05
1614;2014-12-16;88;379.50;100.87;480.37
1615;2014-12-17;5;177.80;47.26;225.06
1616;2014-12-17;59;622.30;165.41;787.71
1617;2014-12-17;45;444.50;118.15;562.65
1618;2014-12-17;98;380.45;101.13;481.58
1619;2014-12-17;78;110.89;29.47;140.36
1620;2014-12-17;39;631.85;167.96;799.81
1621;2014-12-18;12;282.95;75.21;358.16
1622;2014-12-18;31;672.96;178.88;851.84
1623;2014-12-18;49;691.12;183.71;874.83
1624;2014-12-18;104;786.71;209.12;995.83
1625;2014-12-18;20;797.23;211.91;1009.14
1626;2014-12-18;81;780.98;207.59;988.57
1627;2014-12-18;30;497.07;132.13;629.20
1628;2014-12-18;16;509.50;135.43;644.93
1629;2014-12-18;27;375.67;99.86;475.53
1630;2014-12-19;30;487.51;129.59;617.10
1631;2014-12-19;96;158.68;42.18;200.86
1632;2014-12-20;94;778.11;206.83;984.94
1633;2014-12-20;100;298.25;79.27;377.52
1634;2014-12-20;47;600.31;159.57;759.88
1635;2014-12-20;104;115.67;30.74;146.41
1636;2014-12-21;103;715.97;190.32;906.29
1637;2014-12-21;28;428.25;113.83;542.08
1638;2014-12-21;65;368.03;97.82;465.85
1639;2014-12-21;3;397.66;105.70;503.36
1640;2014-12-21;10;148.17;39.38;187.55
1641;2014-12-21;5;333.61;88.68;422.29
1642;2014-12-21;72;853.62;226.91;1080.53
1643;2014-12-22;60;533.40;141.78;675.18
1644;2014-12-22;107;487.51;129.59;617.10
1645;2014-12-22;9;135.74;36.08;171.82
1646;2014-12-22;79;235.16;62.50;297.66
1647;2014-12-23;87;503.76;133.91;637.67
1648;2014-12-23;49;268.61;71.40;340.01
1649;2014-12-23;76;320.23;85.12;405.35
1650;2014-12-23;46;520.01;138.23;658.24
1651;2014-12-23;71;842.15;223.86;1066.01
1652;2014-12-24;71;122.36;32.52;154.88
1653;2014-12-24;72;290.60;77.24;367.84
1654;2014-12-25;85;670.09;178.12;848.21
1655;2014-12-25;26;370.89;98.59;469.48
1656;2014-12-25;51;99.42;26.42;125.84
1657;2014-12-25;102;189.27;50.31;239.58
1658;2014-12-26;101;539.13;143.31;682.44
1659;2014-12-26;22;627.08;166.68;793.76
1660;2014-12-26;21;168.24;44.72;212.96
1661;2014-12-26;44;114.71;30.49;145.20
1662;2014-12-26;12;850.76;226.14;1076.90
1663;2014-12-27;62;154.86;41.16;196.02
1664;2014-12-27;7;603.18;160.33;763.51
1665;2014-12-27;76;551.56;146.61;698.17
1666;2014-12-27;41;142.43;37.86;180.29
1667;2014-12-27;77;830.68;220.81;1051.49
1668;2014-12-28;26;759.95;202.00;961.95
1669;2014-12-28;100;522.88;138.99;661.87
1670;2014-12-29;15;779.06;207.09;986.15
1671;2014-12-29;14;303.98;80.80;384.78
1672;2014-12-29;19;543.91;144.58;688.49
1673;2014-12-29;18;306.85;81.56;388.41
1674;2014-12-29;4;161.55;42.94;204.49
1675;2014-12-29;30;536.26;142.55;678.81
1676;2014-12-29;104;362.29;96.30;458.59
1677;2014-12-30;106;728.40;193.62;922.02
1678;2014-12-30;59;325.97;86.64;412.61
1679;2014-12-30;57;573.54;152.46;726.00
1680;2014-12-30;89;722.67;192.09;914.76
1681;2014-12-30;21;215.08;57.17;272.25
1682;2014-12-31;74;460.75;122.47;583.22
1683;2014-12-31;24;349.86;93.00;442.86
1684;2014-12-31;40;737.00;195.91;932.91
1685;2014-12-31;104;859.36;228.43;1087.79
1686;2015-01-01;99;603.18;160.33;763.51
1687;2015-01-01;35;858.40;228.18;1086.58
1688;2015-01-01;86;188.32;50.05;238.37
1689;2015-01-01;90;633.77;168.46;802.23
1690;2015-01-01;45;114.71;30.49;145.20
1691;2015-01-01;12;830.68;220.81;1051.49
1692;2015-01-02;42;833.55;221.57;1055.12
1693;2015-01-03;33;130.96;34.81;165.77
1694;2015-01-03;73;765.68;203.53;969.21
1695;2015-01-04;97;358.47;95.28;453.75
1696;2015-01-04;74;783.84;208.36;992.20
1697;2015-01-04;10;807.74;214.71;1022.45
1698;2015-01-04;37;219.86;58.44;278.30
1699;2015-01-04;52;452.15;120.18;572.33
1700;2015-01-04;23;255.23;67.84;323.07
1701;2015-01-04;5;780.98;207.59;988.57
1702;2015-01-04;13;313.54;83.34;396.88
1703;2015-01-05;14;453.10;120.44;573.54
1704;2015-01-05;98;242.80;64.54;307.34
1705;2015-01-05;37;829.73;220.55;1050.28
1706;2015-01-05;81;707.37;188.03;895.40
1707;2015-01-05;70;107.07;28.45;135.52
1708;2015-01-05;63;334.57;88.93;423.50
1709;2015-01-06;86;844.06;224.37;1068.43
1710;2015-01-06;49;853.62;226.91;1080.53
1711;2015-01-06;49;768.55;204.29;972.84
1712;2015-01-06;28;642.37;170.75;813.12
1713;2015-01-07;105;837.37;222.59;1059.96
1714;2015-01-07;23;260.01;69.11;329.12
1715;2015-01-07;9;779.06;207.09;986.15
1716;2015-01-07;65;581.19;154.49;735.68
1717;2015-01-08;37;477.00;126.79;603.79
1718;2015-01-08;19;126.18;33.54;159.72
1719;2015-01-08;71;415.82;110.53;526.35
1720;2015-01-08;104;735.09;195.40;930.49
1721;2015-01-08;105;860.31;228.69;1089.00
1722;2015-01-08;47;411.04;109.26;520.30
1723;2015-01-08;66;242.80;64.54;307.34
1724;2015-01-09;48;265.75;70.63;336.38
1725;2015-01-09;56;477.00;126.79;603.79
1726;2015-01-09;102;101.33;26.93;128.26
1727;2015-01-09;98;420.60;111.80;532.40
1728;2015-01-09;70;475.09;126.28;601.37
1729;2015-01-10;38;724.58;192.60;917.18
1730;2015-01-10;46;398.62;105.95;504.57
1731;2015-01-10;33;480.82;127.81;608.63
1732;2015-01-10;38;234.20;62.25;296.45
1733;2015-01-10;100;191.18;50.82;242.00
1734;2015-01-10;24;353.69;94.01;447.70
1735;2015-01-11;16;129.05;34.30;163.35
1736;2015-01-11;55;566.85;150.68;717.53
1737;2015-01-11;41;822.08;218.52;1040.60
1738;2015-01-11;15;562.07;149.41;711.48
1739;2015-01-11;24;832.59;221.32;1053.91
1740;2015-01-12;40;682.52;181.42;863.94
1741;2015-01-12;39;343.17;91.22;434.39
1742;2015-01-12;54;266.70;70.89;337.59
1743;2015-01-12;48;210.30;55.90;266.20
1744;2015-01-12;29;367.07;97.57;464.64
1745;2015-01-12;79;536.26;142.55;678.81
1746;2015-01-12;74;221.77;58.95;280.72
1747;2015-01-12;95;537.22;142.80;680.02
1748;2015-01-13;94;109.93;29.22;139.15
1749;2015-01-13;57;197.88;52.59;250.47
1750;2015-01-13;85;175.89;46.75;222.64
1751;2015-01-13;101;363.25;96.55;459.80
1752;2015-01-13;6;573.54;152.46;726.00
1753;2015-01-13;100;635.68;168.97;804.65
1754;2015-01-14;22;371.85;98.84;470.69
1755;2015-01-14;55;100.37;26.68;127.05
1756;2015-01-14;2;118.54;31.50;150.04
1757;2015-01-14;23;155.82;41.41;197.23
1758;2015-01-14;33;286.77;76.23;363.00
1759;2015-01-15;104;722.67;192.09;914.76
1760;2015-01-15;59;640.46;170.24;810.70
1761;2015-01-15;62;255.23;67.84;323.07
1762;2015-01-15;105;755.17;200.73;955.90
1763;2015-01-15;46;169.20;44.97;214.17
1764;2015-01-15;72;652.88;173.55;826.43
1765;2015-01-16;84;184.49;49.04;233.53
1766;2015-01-16;105;645.24;171.51;816.75
1767;2015-01-16;83;219.86;58.44;278.30
1768;2015-01-17;6;225.60;59.96;285.56
1769;2015-01-17;2;167.29;44.46;211.75
1770;2015-01-17;12;96.55;25.66;122.21
1771;2015-01-17;101;290.60;77.24;367.84
1772;2015-01-17;71;549.65;146.10;695.75
1773;2015-01-17;30;854.58;227.16;1081.74
1774;2015-01-17;58;569.72;151.44;721.16
1775;2015-01-17;71;674.87;179.39;854.26
1776;2015-01-17;53;317.36;84.36;401.72
1777;2015-01-18;51;494.21;131.36;625.57
